market_cap_rank,name,current_price,high_24h,low_24h,total_supply,circulating_supply,fully_diluted_valuation
1263,Portal,0.0838,0.086996,0.081265,1000000000.0,167134615.0,83776664
1264,Open Exchange Token,0.0025,None,None,5953232031.0,5616009575.0,14776228
1265,Puss,0.0139,0.01394096,0.0134396,1000000000.0,1000000000.0,13927942
1266,OctaSpace,0.3696,0.385364,0.344276,37583599.15512567,37582990.93492722,13889570
1267,Avant USD,0.9975,1.0,0.990801,13924839.522787,13924839.522787,13878295
1268,Constellation Staked ETH,3067.95,None,None,4498.170543646006,4498.170543646006,13800170
1269,GoGoPool ggAVAX,20.95,21.46,20.26,662088.7613037885,662088.7613037885,13870617
1270,Fulcrom,0.0067,0.00706105,0.00655301,20000000000.0,2063147106.56944,134200694
1272,Beefy,172.16,176.59,167.51,80000.0,80000.0,13800687
1273,Tokocrypto,0.1841,0.185365,0.178666,500000000.0,75000000.0,91964960
1274,LooksRare,0.0139,0.01428628,0.0134565,993476574.146751,993476574.146751,13771465
1271,RETARDIO,0.0138,0.01408667,0.01310005,999741586.0,999741586.0,13765549
1275,CreatorBid,0.051,0.051517,0.04863633,999979940.9,268466796.9,51011742
1276,GameFi.org,1.25,1.29,1.21,14954970.0,10945062.8598,18710188
1277,Mintify,0.0137,0.01752844,0.01365914,1000000000.0,1000000000.0,13667978
1278,Liquid Mercury,0.0065,0.00652827,0.0064465,6000000000.0,2103905056.9857543,38888788
1281,Streamr,0.0178,0.01779168,0.01653193,1000541714.0,767121867.0,17779838
1279,Broccoli,0.0136,0.01418329,0.0095273,1000000000.0,1000000000.0,13628473
1280,Jackal Protocol,0.1151,0.116264,0.108654,160420082.323338,118427139.494702,18454872
1282,VON,0.0001,7.393e-05,5.619e-05,1000000000000.0,236487892149.4424,57428590
1283,Collaterize,0.0135,0.01510382,0.01282254,999963918.723938,999963918.723938,13537899
1284,Empyreal,45.12,46.53,42.72,300000.0,300000.0,13535713
1285,Nibiru,0.0218,0.02253845,0.01990818,904717404.713708,620976101.7205609,19698415
1286,XEN Crypto,0.0,7.5962e-08,7.1607e-08,178878079638966.0,178878079710514.0,13504625
1287,Volt Inu,0.0,2.30028e-07,2.00092e-07,69000000000000.0,62263131613878.4,14923324
1290,Looped Hype,13.34,13.38,12.22,1008396.66227035,1008396.66227035,13455556
1288,Lion Cat,0.0379,0.04086416,0.0377902,600000000.0,354750000.0,22717882
1289,Bedrock BTC,79023.0,79325.0,77094.0,169.38231767,169.38231767,13380863
1291,Bitrue Coin,0.0405,0.04067754,0.03990378,801307097.0,330150981.1245175,32418643
1292,CoinNavigator,12.92,13.58,11.98,1000000000.0,1030000.0,12916331698
1293,yesnoerror,0.0133,0.01326098,0.01250324,999998752.08,999998752.08,13271932
1294,ChainSwap,0.0139,0.01435764,0.01360255,1000000000.0,953070912.2041698,13918964
1295,Shiro Neko,0.0,1.3726e-08,1.2906e-08,1000000000000000.0,1000000000000000.0,13251934
1296,BLOCKLORDS,0.1931,0.196321,0.190767,100000000.0,68454642.3440944,19310040
1297,UFO Token,0.0,1.504e-05,1.214e-05,920397055779.541,920397055779.541,13213391
1298,Department Of Government Efficiency,0.0135,0.01357257,0.01250026,979120253.5912844,979120253.5912844,13194342
1299,JumpToken,0.9298,0.934226,0.912587,30789989.9,14169990.0,28619556
1300,Samoyedcoin,0.0028,0.00278335,0.0026234,4746913623.21,4746710534.0,13160817
1301,GammaSwap,0.0617,0.062261,0.057763,1600000000.0,212510449.2470632,98754238
1302,Bridged Tether (StarkGate),1.0,1.005,0.996745,13111244.799451,13111244.799451,13113964
1304,iMe Lab,0.0173,0.01805202,0.01698245,996078996.4960393,755347325.4958782,17251667
1303,Goldcoin,0.0114,0.01201825,0.00739482,1145936209.999971,1145932006.999971,13052069
1305,Verasity,0.0013,0.00135964,0.00128578,96798580942.0,9798580942.0,128703793
1306,STUFF.io,0.0061,0.0063508,0.00599868,10000000000.0,2126131852.596535,61273397
1307,GME,0.0019,0.0019171,0.00173095,6885137498.71,6885137498.71,13011849
1308,USSI,1.007,1.015,1.003,12868189.26816644,12868189.26816644,12960643
1309,HERBCOIN,0.1394,0.201481,0.137674,100000000.0,92310030.0,14036661
1310,PIVX,0.1413,0.142515,0.136094,91506129.61058554,91505889.63503252,12926024
1311,VIVI COIN,0.0121,0.01230373,0.01181971,1999966091.5,1069416191.5,24127499
1312,Foom,0.0,7.4515e-08,6.2814e-08,175000000000000.0,175000000000000.0,12896541
1313,Sturdy,0.6559,0.662985,0.640335,100000000.0,19654528.022743177,65580447
1314,Nimiq,0.001,0.00102723,0.00097786,13252333458.89607,12965054611.6427,13067624
1315,Base God,0.0001,0.00010409,8.875e-05,122931703600.77414,122931703600.77414,12765031
1316,ORA Coin,0.3467,0.361416,0.339315,333333333.0,36666666.33,115546476
1317,NULS,0.1126,0.114136,0.104815,131123219.3138446,111990522.5080302,14880714
1318,FIO Protocol,0.0157,0.01632388,0.01526533,1000000000.0,807263063.9781156,15724302
1319,Ellipsis [OLD],0.0182,0.01820732,0.01777099,723701571.799789,698445817.3905587,13139267
1320,Evercraft Ecotechnologies,0.0184,0.0188153,0.01824149,789199999.0,689199999.0,14489206
1321,Swell Restaked BTC,83791.0,83983.0,80078.0,150.9004678,150.9004678,12644043
1322,Salute,0.0001,0.0001276,0.00011116,100000000000.0,100000000000.0,12630295
1323,CryptoFarmers,0.4573,0.458212,0.43799,50000000.0,27485000.0,22806378
1324,PYTHIA,0.0125,0.01294838,0.01150078,999982074.674285,999982074.674285,12459393
1325,Vestra DAO,0.0092,0.00946729,0.00871844,49999880000.0,1361059898.1228902,457680838
1326,OPEN Ticketing Ecosystem,0.0005,0.00057304,0.0004311,22926928000.0,22926928000.0,12457956
1327,YieldNest Restaked ETH,1879.2,1882.47,1785.75,6627.756778486108,6627.756778486108,12452538
1328,KRYLL,0.3138,0.322628,0.312876,49417348.0,39637368.60137463,15515458
1330,Alpha Fi,1.27,1.3,1.22,10000000.0,9805963.95798611,12678794
1331,Frok.ai,0.0296,0.02960914,0.02832425,420690000.0,420690000.0,12430790
1332,Lazio Fan Token,1.045,1.051,1.021,40000000.0,11906918.91762999,41759640
1333,My Lovely Coin,0.2449,0.253485,0.234984,229999998.0,50736831.834848255,56345012
1334,TriasLab,1.24,1.54,1.16,10000000.0,10000000.0,12420630
1335,Fractal Bitcoin,0.7844,0.867825,0.775424,119683550.0,15839975.19673454,93825998
1336,Wise Monkey,0.0,1.51e-06,1.43e-06,8500000000000.0,8500000000000.0,12410891
1329,The Arena,0.0059,0.00623092,0.0056959,10000000000.0,2086765044.2420146,59460060
1337,Ribbon Finance,0.1279,0.130444,0.126372,1000000000.0,96823718.23365858,127943954
1338,Colony,0.1096,0.111137,0.096755,150000000.0,112642535.1969857,16430028
1339,Own The Doge,0.0009,0.00093946,0.00090734,16969696969.0,13368604311.512196,15640339
1340,BeethovenX sFTMX,0.6207,None,None,19822579.0,19822579.0,12304283
1341,DEFI.ssi,0.467,0.476386,0.451759,26265092.46732936,26265092.46732936,12267128
1342,BOB,0.5866,0.598131,0.551631,21000000.0,21000000.0,12246584
1343,Streamr XDATA,0.0176,0.01796958,0.01627263,987154514.0,697152733.0536901,17317516
1344,Cream,5.27,5.62,5.12,2924546.335481161,2318435.708862487,15421226
1345,Flayer,0.0204,0.02042314,0.019324,1000000000.0,600000000.0,20362335
1346,Book of Ethereum,0.1227,0.124512,0.115426,100000000.0,100000000.0,12208153
1347,Vertical AI,0.1221,0.122388,0.117821,100000000.0,100000000.0,12202649
1348,The Root Network,0.0084,0.00862138,0.00823758,12000000000.0,1446820515.0,100694320
1349,Amnis Staked Aptos Coin,6.02,6.08,5.74,2016038.3,2016038.3,12134114
1350,Nacho the Kat,0.0,4.548e-05,4.19e-05,287000000000.0,287000000000.0,12133571
1351,Quiztok,0.0011,0.00112796,0.00104461,12000000000.0,11004474181.7,13175196
1352,Mochi,0.0,1.36e-05,1.188e-05,1000000000000.0,1000000000000.0,12078656
1353,Counterparty,4.65,5.14,4.61,2649272.0,2592517.22988124,12332567
1354,NATIX Network,0.0007,0.00069526,0.00064951,99809290450.60588,17489780134.97149,68734982
1355,Sceptre Staked FLR,0.0186,0.01875566,0.01711162,650238076.45,650238076.45,12028801
1356,OX Coin,0.0041,0.00436284,0.00391462,2965103253.55892,2965103253.55892,12027923
1357,Slash Vision Labs,0.0024,0.00248269,0.00242105,10000000000.0,4939640210.64,24333040
1358,NUMBER,0.012,0.01221449,0.01162452,1000000000.0,1000000000.0,12014120
1359,Matr1x,0.0921,0.095372,0.088351,800000000.0,130520000.0,73616099
1360,AMO Coin,0.0006,0.00059559,0.00056618,21200000000.0,21200000000.0,12003110
1361,Osmosis allBTC,83319.0,83620.0,81127.0,143.41419586,143.41419586,11951335
1362,michi,0.0215,0.02219084,0.02035332,555770695.0,555770695.0,11884986
1363,Pirate Nation Token,0.0548,0.062352,0.054005,998682836.25,216066367.25,54856079
1364,Wrapped STEAMX,0.0517,0.052283,0.051512,100000000000.0,100000000000.0,11857585
1365,THORSwap,0.0612,0.063975,0.059568,281248730.0,194011153.0,17180505
1366,Foxsy AI,0.0284,0.02946882,0.02795542,1973618056.0,417610720.8889391,55983745
1367,American Coin,0.0,1.03e-06,9.52364e-07,11627246862333.02,11627246862333.02,11843670
1368,YUSD Stablecoin,0.9963,0.996449,0.994903,11861163.26762181,11860051.206057,11817458
1369,Stonks,20.24,20.75,19.75,581917.766558433,581917.766558433,11754049
1370,Bitget Staked SOL,134.98,136.21,131.52,87092.29,87092.29,11734487
1371,Tenset,0.0699,0.070406,0.068551,167306771.1,167306761.1,11696092
1372,YieldFi yToken,1.071,1.075,1.065,10892181.38104984,10892181.38104984,11655632
1373,Velas,0.0043,0.00432544,0.00410138,2699828121.99368,2699828121.99368,11648872
1374,Clore.ai,0.0228,0.02360283,0.02205675,513697277.8001162,510203797.8001162,11701500
1375,Fantom Bomb,0.0235,0.02423139,0.02273543,491252530.4120644,491252535.6078253,11607420
1376,League of Kingdoms,0.1006,0.102414,0.096782,223669974.2374545,114916312.146545,22591170
1377,Equilibria Finance ePENDLE,1.4,None,None,8289354.851526537,8289354.851526537,11588448
1378,REECOIN,0.0232,None,None,498290000.0,498290000.0,11580012
1379,SafeMoon,0.0,3.852e-05,3.01e-05,372622087373.74817,372622087373.74817,11525213
1380,Cratos,0.0002,0.00019246,0.00018174,100000000000.0,62855136453.0,18319073
1381,Gems VIP,0.0224,0.02669519,0.02216779,838793459.2524238,512066711.47861415,18786361
1389,Cocoro,0.0,3.621e-05,2.434e-05,420690000000.0,420690000000.0,11445276
1382,Bridged USDC (World Chain),0.9944,1.046,0.959836,11401052.422565,11401052.422565,11443101
1383,Pocketcoin,1.001,1.016,0.97939,12289450.0,11423274.0,12302247
1384,Coupon Assets,0.619,0.621529,0.616919,270000000.0,18392259.501,167177990
1385,LooPIN Network,0.4049,0.413287,0.386107,34219525.68035608,28094925.108152315,13842844
1386,Aleph.im,0.061,0.061804,0.060397,500000000.0,186431941.41027194,30474958
1387,Frankencoin,1.13,1.14,1.13,10036007.48184201,10036007.48184201,11360009
1390,Central African Republic Meme,0.0113,0.0117117,0.01126962,999970725.856564,999970726.058594,11307815
1388,NuNet,0.0155,0.01628194,0.01495753,1000000000.0,728966587.835383,15484627
1391,AUSD,0.9993,1.001,0.9984,11244684.003551,11244684.003551,11239174
1392,TOPIA,0.0079,0.00840744,0.00749882,5000000000.0,1426363931.8307753,39316876
1393,PIXL,0.0224,0.02481385,0.02009737,500000000.0,500000000.0,11200709
1394,DebtReliefBot,0.0001,0.00013561,0.00010518,100000000000.0,100000000000.0,11180169
1395,Stronghold Staked SOL,137.72,139.25,134.42,81125.291407299,81125.291407299,11169193
1396,Agoras: Tau Net,0.6188,0.765463,0.594187,42000000.0,18000000.0,26034498
1397,Robonomics Network,3.87,4.01,3.42,2885232.97,2885232.97,11155732
1398,Odos,0.007,0.00714519,0.00685203,10000000000.0,1600000001.378885,69704357
1399,World Friendship Cash,0.0696,0.088276,0.068812,1000000000.0,160892107.16478044,68965596
1400,FutureCoin,0.2879,0.287541,0.088698,119680000.0,38564142.12039857,34415881
1401,Sovrun,0.0133,0.01344339,0.01273554,896771567.0,832500000.0,11943578
1402,uTON,3.63,None,None,3053424.724334611,3053424.724334611,11082881
1403,LOFI,0.011,0.01108368,0.00992114,1000000000.0,1000000000.0,11075909
1404,PlayDapp,0.0179,0.01825095,0.01747825,700000000.0,618083208.0,12524893
1405,Hipo Governance Token,0.0138,0.01392533,0.01229233,999686979.105247,799686979.105247,13820951
1406,TRAC (Ordinals),0.5257,0.577435,0.427154,21000000.0,21000000.0,11050220
1408,Sovryn,0.1838,0.186894,0.182358,100000000.0,60100978.08313694,18383442
1407,Galatasaray Fan Token,1.63,1.67,1.62,9975000.0,6781090.0,16237368
1409,OSOL,0.011,0.01104886,0.01014883,999997846.740633,999997846.740633,11030215
1410,Botto,0.2563,0.261355,0.248374,97550892.0,43069833.1510375,24936231
1411,Spinning Cat,0.011,0.01158141,0.00889568,999818951.658936,999818951.658936,10990201
1412,Abster,0.0111,0.01311798,0.01084104,990486747.5651047,990486747.5651047,10977538
1413,WEMIX Dollar,0.7524,0.782857,0.737356,14539841.004882,14539841.004882,10975814
1414,Cellframe,0.3812,0.395833,0.363491,29735000.0,28785000.0,11330857
1415,MON,0.0266,0.02849996,0.02531378,999517431.0,412790134.19666666,26559053
1416,Brickken,0.1535,0.164267,0.151058,143000000.0,71413193.84298503,21947460
1417,Comtech Gold,100.31,100.67,98.16,109000.0,109000.0,10950177
1418,Moby AI,0.011,0.01133702,0.00996634,999994410.995365,999994410.995365,10942151
1419,Sigma,0.0122,0.01246517,0.01095545,899825973.476705,899825973.476705,10934351
1420,Stader BNBx,663.93,664.58,645.82,None,16407.61792752348,None
1421,Gud Tech,0.0131,0.01421412,0.01201244,1000000000.0,830000000.0,13087843.0
1422,Aura Finance,0.2177,0.218152,0.21215,79139283.22097935,49648036.61486026,17221453.0
1423,flexUSD,0.0645,0.06487,0.063136,166350245.331748,166350245.331748,10727265.0
1424,Vita Inu,0.0,1.2628e-08,1.1901e-08,899596453417793.4,899596453417793.4,10720404.0
1425,MixMarvel,0.0012,0.00119169,0.00115518,10000000000.0,9200000000.0,11631534.0
1426,Nuvola Digital,0.6321,0.664702,0.615937,21000000.0,16793322.06127499,13263544.0
1427,Openfabric AI,0.0428,0.04669423,0.04264561,500000000.0,246813949.441956,21386215.0
1428,Veno Finance,0.021,0.02203621,0.02040126,1872503476.504156,504106317.453663,39169259.0
1429,Kendu Inu,0.0,1.095e-05,9.62e-06,996747147258.9152,992633166359.4856,10552375.0
1430,SpaceChain (ERC-20),0.0258,0.0370655,0.02164438,603577159.85755,406294238.5051539,15574831.0
1431,Cross The Ages,0.0246,0.0248711,0.02429431,500000000.0,425941693.4456638,12274052.0
1432,Observer,0.0017,0.00175001,0.00164021,14000000000.0,6207080871.0,23577660.0
1433,Solana Social Explorer,0.0104,0.01167101,0.009958,999997589.62,999997589.62,10439051.0
1434,Streamflow,0.0603,0.061312,0.059938,999998583.735741,170305079.436351,61220609.0
1435,MAGA,0.2314,0.239786,0.226416,45019550.127976805,45019550.127976805,10419513.0
1436,TROY,0.001,0.00106548,0.00100849,10000000000.0,10000000000.0,10411946.0
1437,Minima,0.0239,0.02430917,0.02018188,999991395.0,434000000.0,23938612.0
1438,Ethix,0.1473,0.148818,0.144608,100000000.0,70497132.56473097,14734618.0
1439,Pharaoh,566.49,583.3,544.72,131055.5523921262,18329.97091036136,74238967.0
1440,Shiba Inu Treat,0.0048,0.00552116,0.00480629,10000000000.0,2151626009.4061875,48217230.0
1441,ValleyDAO,0.3437,0.351256,0.299205,30050000.0,30050000.0,10328514.0
1442,Bellscoin,0.1721,0.183598,0.164315,59832390.0,59832000.0,10297313.0
1443,MEOW,0.0069,0.00690852,0.00667175,10101010101.0,1503775485.2425766,69089617.0
1444,sETH2,1805.3,1807.35,1772.43,5691.138462984812,5691.138462984812,10274231.0
1445,Defi.money,0.9975,0.998515,0.99532,10299599.60720805,10299599.60720805,10271950.0
1447,Guild of Guardians,0.0143,0.01455195,0.01388318,1000000000.0,715550671.299,14334572.0
1446,Gnosis xDAI Bridged USDC (Gnosis),1.0,1.006,0.996085,10245252.149791,10245252.149791,10253719.0
1449,Octopus Network,0.1026,0.110566,0.098534,100000000.0,100000000.0,10241085.0
1448,Metahero,0.0011,0.00109828,0.001068,9766213274.19587,9366213223.195871,10673078.0
1450,PondCoin,0.0,1.4428e-07,6.038e-08,420689000000000.0,92467036658944.23,46450398.0
1452,WazirX,0.0224,0.02452258,0.02104674,1000000000.0,456517027.3318671,22346015.0
1453,Propbase,0.0253,0.02700359,0.02460164,1200000000.0,403551553.509562,30309657.0
1451,Stratos,0.1526,0.15709,0.150335,100000000.0,66760000.0,15259078.0
1454,Hathor,0.022,0.02253096,0.02149366,869464480.0,461728305.27,19180217.0
1455,Worldwide USD,0.9997,1.001,0.999334,10157436.00390228,10157436.00390228,10154078.0
1456,Mode,0.0041,0.00413559,0.00392763,10000000000.0,2500000009.187,40559633.0
1457,RIFT AI,0.0101,0.0103515,0.00930606,999998062.701895,999998062.701895,10118150.0
1458,DeFi Pulse Index,70.31,71.22,67.46,143674.1965057964,143674.1965057964,10100864.0
1459,XRP ARMY,0.0171,0.01817705,0.01633639,589000000.0,589000000.0,10076600.0
1460,ZTX,0.0024,0.00256907,0.00237893,10000000000.0,4204949769.0,23948961.0
1461,Nexera,0.011,0.01156112,0.01065931,2000000000.0,913335442.0,22003975.0
1462,REVOX,0.0111,0.01159669,0.01016876,3000000000.0,900000000.0,33401774.0
1463,Kasta,0.0131,0.01336961,0.01308195,1499516764.0,762367274.0865,19698577.0
1464,Masa,0.0179,0.01790827,0.01629355,1569981759.653869,558800582.0660924,28115656.0
1465,KYVE Network,0.0115,0.01796118,0.01080183,1186731736.462557,866293468.256038,13698223.0
1466,Multichain Bridged USDC (Fantom),0.0552,None,None,181110963.735328,181110963.735328,9998711.0
1467,Helium Mobile,0.0004,0.00041768,0.00038503,230000000000.0,25460371144.85011,90266237.0
1468,Nexa,0.0,1.43e-06,1.26e-06,7661790000000.0,7661690000000.0,9991438.0
1469,NFTX,23.66,24.01,23.32,650000.0,420000.0,15378069.0
1470,Cakepie,2.52,2.55,2.47,10000000.0,3938143.0858455463,25222291.0
1471,AR.IO Network,0.0282,0.02954301,0.02815542,1000000000.0,351871181.0,28225999.0
1472,Beethoven X,0.0424,0.04345979,0.0407678,247642544.9064752,233884720.9307913,10497625.0
1473,Ren,0.0099,0.01000563,0.0095448,1000000000.0,1000000000.0,9913855.0
1474,GYEN,0.0066,0.00661467,0.00622037,1501229523.939084,1501229523.939084,9901329.0
1475,MANEKI,0.0011,0.0011319,0.00109408,8888887546.82,8858725244.28616,9913882.0
1476,Chain Games,0.0259,0.02863571,0.02429413,493499998.3071,379867524.57825387,12779659.0
1477,Index Cooperative,1.46,1.56,1.42,10000000.0,6726859.191973535,14611648.0
1478,Slothana,0.0053,0.00532316,0.00506316,1854754368.770923,1854754368.770923,9761274.0
1479,Kleros,0.0135,0.01350886,0.01331389,805294704.0,724189581.4548858,10842906.0
1480,WINK,0.0335,0.03368041,0.03286192,1000000000.0,290461482.7346485,33498946.0
1481,Juventus Fan Token,1.11,1.13,1.093,19956000.0,8754260.0,22167743.0
1482,MileVerse,0.0036,0.00364722,0.00347958,2881767830.546767,2692797830.546767,10397160.0
1483,Equilibria Finance,0.2904,0.297133,0.278202,100000000.0,33422756.74009541,29031496.0
1484,GOLDAO,0.0138,0.01422997,0.01353884,994624901.7616436,699283901.7706437,13733208.0
1485,Union Finance,0.0118,None,None,999999925.0,819076724.0,11760157.0
1486,Pundi X [OLD],0.0,6.478e-05,3.372e-05,258498693019.0699,236519288706.32507,10524840.0
1487,PAID,0.0202,0.02140104,0.01992481,589686914.6,475986781.85,11915840.0
1488,Pluton,0.8412,0.867556,0.807106,20000000.0,11393113.42,16835078.0
1489,AVC,0.0029,0.00325298,0.00289801,10000000000.0,3288366809.2,29116114.0
1490,Otherworld,0.2697,0.302778,0.249071,1000000000.0,35343333.0,269675487.0
1491,Retard Finder Coin,0.0098,0.01504217,0.00251848,999873521.142986,961440936.000934,9905027.0
1492,DFI.money,239.62,241.03,238.15,39999.99969964846,39732.1108250207,9588052.0
1493,JUNO,0.1197,0.13076,0.109866,105634214.31628,79509430.561085,12643408.0
1494,VNX Swiss Franc,1.13,1.14,1.13,8375434.94,8375434.94,9506744.0
1495,Karate Combat,0.0002,0.00015476,0.00014669,110000000000.0,63178320445.0,16534004.0
1496,XPmarket,0.0427,0.04433772,0.04132877,487601805.42,222295906.43,20799602.0
1497,AGiXT,0.0095,0.01112794,0.00684184,999999837.38,999999837.38,9464898.0
1498,Singularry,0.0095,0.00976853,0.00848227,999897536.93,999897536.93,9456778.0
1499,Hawk,0.0001,0.00012488,0.00012007,80000000000.0,76752055872.95587,9839207.0
1500,Phoenix Global [OLD],0.0028,None,None,3391976087.02437,3386665894.2539186,9425634.0
1501,Xbit,0.0109,0.01103086,0.01081908,1000000000.0,863000000.0,10901638
1502,Peercoin,0.3179,0.33101,0.315796,29479811.97875135,29479797.71500935,9381460
1503,BiLira,0.0264,0.02639988,0.02468442,354477145.431909,354477145.431909,9357260
1504,Ambire Wallet,0.0136,0.0137669,0.01340893,691799906.7020055,687684546.078248,9388439
1505,Kin,0.0,3.61e-06,2.93e-06,2679114543203.516,2679114543203.516,9297098
1506,STEPN Green Satoshi Token on Solana,0.0081,0.00841498,0.00805723,1157161857.0,1147161857.0,9371162
1507,Penpie,1.76,1.77,1.71,10000000.0,5261673.63319968,17623231
1508,Alpine F1 Team Fan Token,0.8161,0.822393,0.795936,40000000.0,11360000.0,32615153
1509,Pibble,0.0004,0.00038566,0.00036111,29696500892.67,24150500892.67,11387747
1510,Holdstation,1.17,1.21,1.16,30000000.0,7903700.0,35141569
1511,Boba Oppa,0.0005,0.0004663,0.00038715,19999770941.28397,19999770941.28397,9254738
1512,XX Network,0.0286,0.02862825,0.02605161,951353886.9200413,322640076.6810852,27210841
1513,Solcasino Token,0.0015,0.00151852,0.00147335,6158016104.0,6158016104.0,9220754
1514,TrustSwap,0.092,0.092617,0.088788,99996042.94858491,99996042.94858491,9204200
1515,Tectonic,0.0,3.7613e-08,3.4699e-08,500000000000000.0,260615622756558.0,17654200
1516,LumiWave,0.0119,0.01240303,0.01167744,770075466.0,770075466.0,9199470
1517,Odin's Dog,0.4385,0.451144,0.345113,21000000.0,21000000.0,9186778
1518,Polimec,0.1465,0.160957,0.138952,100000000.0,62668332.36116531,14627553
1519,Camelot Token,463.81,478.5,452.22,84333.97355610106,20026.93888650816,38580926
1520,mfercoin,0.0092,0.00950778,0.00883465,999998066.04,999998066.04,9155671
1521,bitsCrunch Token,0.0211,0.021224,0.02088493,1000000000.0,433138999.741738,21110631
1522,MemeFi,0.0009,0.00092383,0.00086425,10000000000.0,10000000000.0,9143010
1523,Manchester City Fan Token,1.092,1.1,1.069,19740000.0,8323029.0,21565321
1524,Hamilton Lane Senior Credit Opportunities Securitize Fund,1159.44,1161.78,1158.33,7826.727064,7826.727064,9074600
1525,VAIOT,0.0246,0.02511824,0.02406176,400000000.0,366810093.0,9881031
1526,Hive AI,0.0091,0.00936068,0.00850351,999861885.77782,999861885.77782,9060545
1527,Tectum,1.23,1.3,1.21,10000000.0,7353095.18088405,12311566
1528,Bertram The Pomeranian,0.0092,0.00934854,0.00838997,979733189.55994,979733189.55994,9049807
1529,Elephant Money (TRUNK),0.0765,0.077716,0.072319,118600493.64270428,118600493.64270428,9043007
1530,KCC Bridged USDT (Kucoin Community Chain),1.018,1.064,1.007,8880683.78941519,8880683.78941519,9040854
1531,ORBIT,0.0102,0.01197345,0.00968584,999992251.678218,879992250.919782,10259570
1532,Beny Bad Boy,0.0038,0.00380993,0.00374367,2386245000.0,2386245000.0,9018129
1533,KONET,0.045,0.04888563,0.04385883,999997901.34,200156050.8331055,45051674
1534,Poo Chi,0.0051,None,None,6000000000.0,1770892674.104562,30543263
1535,EverValue Coin,0.6298,0.630564,0.616425,19725498.08059309,14281023.450269016,12425914
1536,Avalaunch,0.236,0.243547,0.228768,100000000.0,38106217.0,23595862
1537,WeFi,0.4476,0.451377,0.433717,1000000000.0,20153798.10474782,445799814
1538,Pintu,0.1217,0.133007,0.120137,299789243.17456,73700973.17456,36484345
1539,Torus,0.1349,0.135465,0.133744,144000000.0,66478622.04372404,19428564
1540,Galeon,0.0123,0.01267529,0.01200928,2580000000.0,731031597.2356784,31574941
1541,Kinetix Finance Token,0.0092,0.00925808,0.00893132,1000000000.0,965331843.0,9256532
1542,Swarm,0.1414,0.144569,0.139531,63149437.83655022,63149437.83655022,8926885
1543,STON,1.95,2.11,1.94,99999999.87655,4575513.87655,194721825
1544,Hoppy,0.0,2.259e-05,2.025e-05,420690000000.0,420690000000.0,8892158
1545,Reploy,0.8885,0.890994,0.805011,10000000.0,10000000.0,8878266
1546,Ethervista,9.42,9.99,9.1,941812.8368740341,941812.8368740341,8874740
1547,Wrapped Cygnus USD,1.065,1.11,1.056,8330757.004489,8330757.004489,8868209
1548,Metis Bridged WETH (Metis Andromeda),1840.19,1848.19,1776.14,4822.889836214016,4822.889836214016,8868089
1549,Lingo,0.0645,0.06827,0.064233,137262038.6104147,137262038.6104147,8863258
1550,PLAYA3ULL GAMES,0.0006,0.00065812,0.00059736,13919385607.44473,13853308344.45012,8904302
1551,ParallelAI,0.088,0.089332,0.084676,100000000.0,100000000.0,8792234
1552,chrono.tech,12.36,12.8,12.25,710112.8108,710112.8108,8775387
1553,WAGMI Games,0.0,4.2e-06,4.05e-06,2200000000000.0,2104228266398.4458,9165478
1555,Luce,0.0087,0.0087287,0.00837507,999983880.487771,999983880.487771,8743196
1554,zkLink,0.0352,0.03987027,0.03517355,1000000000.0,247819444.0,35141405
1556,Forty Two DAO Token,0.5475,0.560425,0.401106,100000000.0,16100000.0,53861145
1557,mETH Protocol,0.009,0.00924616,0.00886391,5000000000.0,960000000.0,45108454
1558,Asymmetry Finance,0.8852,0.939824,0.855496,51000000.00000001,9786550.049201792,45124885
1559,Now Coin,0.0199,0.02230736,0.01858277,9999999999.0,435000000.0,198615276
1560,Brett (ETH),0.1255,0.134534,0.118114,68622705.70043223,68622705.70043223,8614251
1561,Based ETH,1887.12,1894.13,1824.33,4552.6883666485,4552.6883666485,8591469
1562,Sidus,0.0008,0.00085163,0.0007723,18914116379.33416,11069086922.918486,14654982
1563,Dmail Network,0.0963,0.11219,0.094735,200000000.0,88951932.96999998,19281934
1564,Mintlayer,0.0449,0.04521384,0.04435736,400000000.0,190799932.5199205,17965239
1565,ECOx,0.0173,0.02000202,0.01373497,998366082.182504,494326393.6685861,17270441
1566,SEDA,0.0258,0.02582588,0.02478572,1001690114.254841,331444201.8867242,25830458
1567,AXEL,0.0621,0.062585,0.060443,1000000000.0,136970360.0,62263652
1568,Alien Base,0.0533,0.053353,0.050624,381992067.4864855,160456184.9311214,20281097
1569,Bloktopia,0.0003,0.00034309,0.00033703,116929392615.82077,24887981002.398335,39884426
1570,Bitcoin USD (BTCFi),0.9972,1.027,0.965584,8507197.367,8507197.367,8483888
1571,Bridged Tether (Orbit Bridge),0.1047,0.105323,0.103155,80719956.0,80719956.0,8481194
1572,Ghiblification,0.0084,0.00888474,0.00618079,999958208.03,999958208.03,8429932
1573,LayerZero Bridged USDT (Aptos),1.001,1.007,0.995189,8403038.601784,8410504.198695,8420032
1574,Bitcoin Diamond,0.0447,0.0448831,0.04004848,188156897.953024,188156897.953024,8413050
1575,Drop Staked ATOM,4.81,4.85,4.63,1744570.0,1744570.0,8405046
